se_name	mesh_id	mesh_term	map_type	se_name_check	drug_count	check
Petit mal epilepsy	D004832	Epilepsy, Absence	MM_CUI	Petit mal epilepsy	7	TRUE
Pharyngeal disorder	D010608	Pharyngeal Diseases	CUI_MATCH	Pharyngeal disorder	7	TRUE
Pituitary adenoma	D010911	Pituitary Neoplasms	EFO_MAP	Pituitary adenoma	7	TRUE
Pituitary tumour benign	D010911	Pituitary Neoplasms	REVERSE SUBSTRING MATCH	Pituitary tumour benign	7	TRUE
Pleural disorder	D010995	Pleural Diseases	MM_CUI	Pleural disorder	7	TRUE
Pneumonia due to Streptococcus, group b	D011014	Pneumonia	REVERSE SUBSTRING MATCH	Pneumonia due to Streptococcus, group b	7	TRUE
Polyarthritis	D001168	Arthritis	LOOKUP_EXACT_UMLS_TERM	Polyarthritis	7	TRUE
Pre-existing disease	D064266	Preexisting Condition Coverage	LOOKUP_EXACT_UMLS_TERM	Pre-existing disease	7	TRUE
Prinzmetal angina	D000788	Angina Pectoris, Variant	CUI_MATCH	Prinzmetal angina	7	TRUE
Procedural haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Procedural haemorrhage	7	TRUE
Protein total decreased				Protein total decreased	7	TRUE
Pseudoporphyria				Pseudoporphyria	7	TRUE
Psychotic behaviour	D011618	Psychotic Disorders	MANUAL_CURATION	Psychotic behaviour	7	TRUE
Purpuric rash	D005076	Exanthema	REVERSE SUBSTRING MATCH	Purpuric rash	7	TRUE
Radiation injury	D011832	Radiation Injuries	CUI_MATCH	Radiation injury	7	TRUE
Rage	D000786	Anger	MANUAL_CURATION	Rage	7	TRUE
Raynaud's phenomenon				Raynaud's phenomenon	7	TRUE
Reaction aggravation				Reaction aggravation	7	TRUE
Reflexes abnormal	D012021	Reflex, Abnormal	CUI_MATCH	Reflexes abnormal	7	TRUE
Renal artery stenosis	D012078	Renal Artery Obstruction	LOOKUP_EXACT_UMLS_TERM	Renal artery stenosis	7	TRUE
Renal papillary necrosis	D007681	Kidney Papillary Necrosis	EFO_MAP	Renal papillary necrosis	7	TRUE
Respiratory acidosis	D000142	Acidosis, Respiratory	CUI_MATCH	Respiratory acidosis	7	TRUE
Retinitis	D012173	Retinitis	TERM_MATCH	Retinitis	7	TRUE
Saliva altered	D012466	Salivary Gland Diseases	MANUAL_CURATION	Saliva altered	7	TRUE
Self-injurious ideation				Self-injurious ideation	7	TRUE
Sensation of pressure	D011312	Pressure	TERM_MATCH	Sensation of pressure	7	TRUE
Serum triglycerides increased				Serum triglycerides increased	7	TRUE
Shallow breathing				Shallow breathing	7	TRUE
Sinoatrial block	D012848	Sinoatrial Block	MM_CUI	Sinoatrial block	7	TRUE
Sinus disorder	D010254	Paranasal Sinus Diseases	CUI_MATCH	Sinus disorder	7	TRUE
Sjogren's syndrome	D012859	Sjogren's Syndrome	UMLS_MEDDRA	Sjogren's syndrome	7	TRUE
Skin tenderness	D063806	Myalgia	REVERSE SUBSTRING MATCH	Skin tenderness	7	TRUE
Soft stools				Soft stools	7	TRUE
Spinal cord injury	D013119	Spinal Cord Injuries	UMLS_MEDDRA	Spinal cord injury	7	TRUE
Staphylococcal bacteraemia	D016470	Bacteremia	REVERSE SUBSTRING MATCH	Staphylococcal bacteraemia	7	TRUE
Stomach cramps				Stomach cramps	7	TRUE
Swelling of eyelid	D004487	Edema	REVERSE SUBSTRING MATCH	Swelling of eyelid	7	TRUE
Tendinous contracture	D003286	Contracture	REVERSE SUBSTRING MATCH	Tendinous contracture	7	TRUE
Thyroid function abnormal	D013959	Thyroid Diseases	MANUAL_CURATION	Thyroid function abnormal	7	TRUE
Tongue paralysis	D010243	Paralysis	REVERSE SUBSTRING MATCH	Tongue paralysis	7	TRUE
Tumour flare				Tumour flare	7	TRUE
Ureteral spasm	D013035	Spasm	REVERSE SUBSTRING MATCH	Ureteral spasm	7	TRUE
Urine odour abnormal				Urine odour abnormal	7	TRUE
Vaginitis bacterial	D016585	Vaginosis, Bacterial	CUI_MATCH	Vaginitis bacterial	7	TRUE
Venous insufficiency	D014689	Venous Insufficiency	UMLS_MEDDRA	Venous insufficiency	7	TRUE
Ventricular hypertrophy	D006984	Hypertrophy	REVERSE SUBSTRING MATCH	Ventricular hypertrophy	7	TRUE
Vulvitis	D014847	Vulvitis	MM_CUI	Vulvitis	7	TRUE
Vulvovaginal disorder				Vulvovaginal disorder	7	TRUE
Abnormal bowel sounds				Abnormal bowel sounds	6	TRUE
Abnormal pigmentation				Abnormal pigmentation	6	TRUE
Abortion	D000022	Abortion, Spontaneous	MANUAL_CURATION	Abortion	6	TRUE
Absolute neutrophil count decreased	D009503	Neutropenia	REVERSE SUBSTRING MATCH	Absolute neutrophil count decreased	6	TRUE
Actinic keratosis	D055623	Keratosis, Actinic	CUI_MATCH	Actinic keratosis	6	TRUE
Acute yellow liver atrophy	D047508	Massive Hepatic Necrosis	MM_CUI	Acute yellow liver atrophy	6	TRUE
Addison's disease	D000224	Addison Disease	UMLS_MEDDRA	Addison's disease	6	TRUE
Administration site infection	D003141	Communicable Diseases	REVERSE SUBSTRING MATCH	Administration site infection	6	TRUE
Anaemias haemolytic immune				Anaemias haemolytic immune	6	TRUE
Anterior chamber inflammation	D007249	Inflammation	REVERSE SUBSTRING MATCH	Anterior chamber inflammation	6	TRUE
Application site warmth				Application site warmth	6	TRUE
Atherosclerosis	D050197	Atherosclerosis	UMLS_MEDDRA	Atherosclerosis	6	TRUE
Bell's palsy	D020330	Bell Palsy	UMLS_MEDDRA	Bell's palsy	6	TRUE
Blanching				Blanching	6	TRUE
Blood bicarbonate decreased				Blood bicarbonate decreased	6	TRUE
Blood cortisol decreased				Blood cortisol decreased	6	TRUE
Blood phosphorus increased				Blood phosphorus increased	6	TRUE
Buccoglossal syndrome				Buccoglossal syndrome	6	TRUE
Burning feeling vagina				Burning feeling vagina	6	TRUE
Burning in throat				Burning in throat	6	TRUE
Cardiac death	D003643	Death	LOOKUP_EXACT_UMLS_TERM	Cardiac death	6	TRUE
Catatonic reaction				Catatonic reaction	6	TRUE
Catheter site haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Catheter site haemorrhage	6	TRUE
Catheter site pain	D010146	Pain	REVERSE SUBSTRING MATCH	Catheter site pain	6	TRUE
Cheilosis				Cheilosis	6	TRUE
Choking sensation	D000402	Airway Obstruction	REVERSE SUBSTRING MATCH	Choking sensation	6	TRUE
Chorioretinopathy	D056833	Central Serous Chorioretinopathy	MM_CUI	Chorioretinopathy	6	TRUE
Cleft palate	D002972	Cleft Palate	UMLS_MEDDRA	Cleft palate	6	TRUE
Collagen disorder	D003095	Collagen Diseases	MM_CUI	Collagen disorder	6	TRUE
Conjunctival follicles				Conjunctival follicles	6	TRUE
Convulsions generalised				Convulsions generalised	6	TRUE
Corneal abrasion	D065306	Corneal Injuries	LOOKUP_EXACT_UMLS_TERM	Corneal abrasion	6	TRUE
Coxalgia				Coxalgia	6	TRUE
Cross resistance				Cross resistance	6	TRUE
Delayed gastric emptying				Delayed gastric emptying	6	TRUE
Dermoid cyst	D004814	Epidermal Cyst	CUI_MATCH	Dermoid cyst	6	TRUE
Drug effect increased				Drug effect increased	6	TRUE
Dysautonomia	D054969	Primary Dysautonomias	CUI_MATCH	Dysautonomia	6	TRUE
Dyschezia	D003248	Constipation	LOOKUP_EXACT_UMLS_TERM	Dyschezia	6	TRUE
Dysplasia			FUZZY_MATCH	Dysplasia	6	TRUE
Dyspnoea exacerbated	D004417	Dyspnea	REVERSE SUBSTRING MATCH	Dyspnoea exacerbated	6	TRUE
Endocarditis	D004696	Endocarditis	UMLS_MEDDRA	Endocarditis	6	TRUE
Erythropenia				Erythropenia	6	TRUE
Excessive daytime sleepiness	D006970		LOOKUP_EXACT_UMLS_TERM_2023	Excessive daytime sleepiness	6	TRUE
Foetal distress syndrome	D005316	Fetal Distress	MM_CUI	Foetal distress syndrome	6	TRUE
Found dead (cause undetermined)				Found dead (cause undetermined)	6	TRUE
Frank hematuria	D006417	Hematuria	REVERSE SUBSTRING MATCH	Frank hematuria	6	TRUE
Gastric polyps	D011127	Polyps	REVERSE SUBSTRING MATCH	Gastric polyps	6	TRUE
Gastrointestinal fullness				Gastrointestinal fullness	6	TRUE
Gastrointestinal inflammation	D007249	Inflammation	REVERSE SUBSTRING MATCH	Gastrointestinal inflammation	6	TRUE
General physical health deterioration				General physical health deterioration	6	TRUE
Genital discharge				Genital discharge	6	TRUE
Gingival hypertrophy	D005886	Gingival Hypertrophy	MM_CUI	Gingival hypertrophy	6	TRUE
Glycosylated haemoglobin increased	D006454	Hemoglobins	REVERSE SUBSTRING MATCH	Glycosylated haemoglobin increased	6	TRUE
Haematological malignancy	D019337	Hematologic Neoplasms	UMLS_MEDDRA	Haematological malignancy	6	TRUE
Haematospermia	D051516	Hemospermia	MM_CUI	Haematospermia	6	TRUE
Haemoglobinuria	D006456	Hemoglobinuria	MM_CUI	Haemoglobinuria	6	TRUE
Hepatitis symptom	D006505	Hepatitis	REVERSE SUBSTRING MATCH	Hepatitis symptom	6	TRUE
Hyperammonaemia	D022124	Hyperammonemia	TERM_MATCH	Hyperammonaemia	6	TRUE
Hyperamylasaemia	D034321	Hyperamylasemia	EFO_MAP	Hyperamylasaemia	6	TRUE
Hyperinsulinism	D006946	Hyperinsulinism	UMLS_MEDDRA	Hyperinsulinism	6	TRUE
Hypocholesterolaemia				Hypocholesterolaemia	6	TRUE
Hypoglycaemic episode				Hypoglycaemic episode	6	TRUE
Hypouricaemia				Hypouricaemia	6	TRUE
Hypovolaemic shock	D012769	Shock	LOOKUP_EXACT_MEDDRA_TERM	Hypovolaemic shock	6	TRUE
Ileitis	D007079	Ileitis	TERM_MATCH	Ileitis	6	TRUE
Increased upper airway secretion				Increased upper airway secretion	6	TRUE
Infection mixed	D060085	Coinfection	MM_CUI	Infection mixed	6	TRUE
Infertility female	D007247	Infertility, Female	MM_CUI	Infertility female	6	TRUE
Infusion site phlebitis	D010689	Phlebitis	REVERSE SUBSTRING MATCH	Infusion site phlebitis	6	TRUE
Ingrowing nail	D009263	Nails, Ingrown	MM_CUI	Ingrowing nail	6	TRUE
Injection site thrombosis	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Injection site thrombosis	6	TRUE
Intestinal infarction	D007238	Infarction	REVERSE SUBSTRING MATCH	Intestinal infarction	6	TRUE
Intestinal ischaemia	D007511	Ischemia	REVERSE SUBSTRING MATCH	Intestinal ischaemia	6	TRUE
Intraoperative floppy iris syndrome				Intraoperative floppy iris syndrome	6	TRUE
Iris hyperpigmentation	D017495	Hyperpigmentation	REVERSE SUBSTRING MATCH	Iris hyperpigmentation	6	TRUE
Iron deficiency				Iron deficiency	6	TRUE
Jarisch-Herxheimer reaction				Jarisch-Herxheimer reaction	6	TRUE
Joint effusion	D006833	Hydrarthrosis	MM_CUI	Joint effusion	6	TRUE
Joint injury	D014947	Wounds and Injuries	REVERSE SUBSTRING MATCH	Joint injury	6	TRUE
Large intestine perforation				Large intestine perforation	6	TRUE
Leg ulcer	D007871	Leg Ulcer	MM_CUI	Leg ulcer	6	TRUE
Light anaesthesia				Light anaesthesia	6	TRUE
Limb discomfort	D002637	Chest Pain	REVERSE SUBSTRING MATCH	Limb discomfort	6	TRUE
Limb injury	D014947	Wounds and Injuries	REVERSE SUBSTRING MATCH	Limb injury	6	TRUE
Lip ulceration				Lip ulceration	6	TRUE
Lymphatic disorder	D008206	Lymphatic Diseases	MM_CUI	Lymphatic disorder	6	TRUE
Male sexual dysfunction	D012735	Sexual Dysfunction, Physiological	REVERSE SUBSTRING MATCH	Male sexual dysfunction	6	TRUE
Malignant syndrome NOS				Malignant syndrome NOS	6	TRUE
Mean arterial pressure	D062186	Arterial Pressure	LOOKUP_EXACT_UMLS_TERM	Mean arterial pressure	6	TRUE
Medical device complication			FUZZY_MATCH	Medical device complication	6	TRUE
Medication overuse headache	D051271	Headache Disorders, Secondary	LOOKUP_EXACT_UMLS_TERM	Medication overuse headache	6	TRUE
Meniere's disease	D008575	Meniere Disease	UMLS_MEDDRA	Meniere's disease	6	TRUE
Mental disorder due to a general medical condition	D001523	Mental Disorders	REVERSE SUBSTRING MATCH	Mental disorder due to a general medical condition	6	TRUE
Metabolic alkalosis	D000471	Alkalosis	REVERSE SUBSTRING MATCH	Metabolic alkalosis	6	TRUE
Metastasis	D009362	Neoplasm Metastasis	UMLS_MEDDRA	Metastasis	6	TRUE
Microangiopathic haemolytic anaemia	D000743	Anemia, Hemolytic	LOOKUP_EXACT_MEDDRA_TERM	Microangiopathic haemolytic anaemia	6	TRUE
Microcephaly	D008831	Microcephaly	UMLS_MEDDRA	Microcephaly	6	TRUE
Microcytic anaemia	C562385	Iron-Refractory Iron Deficiency Anemia	UMLS_MEDDRA	Microcytic anaemia	6	TRUE
Monoparesis	D010291	Paresis	LOOKUP_EXACT_UMLS_TERM	Monoparesis	6	TRUE
Multiple pregnancy	D011272	Pregnancy, Multiple	CUI_MATCH	Multiple pregnancy	6	TRUE
Muscle injury	D014947	Wounds and Injuries	REVERSE SUBSTRING MATCH	Muscle injury	6	TRUE
Myxoedema	D009230	Myxedema	TERM_MATCH	Myxoedema	6	TRUE
Necrosis ischaemic	D010020	Osteonecrosis	LOOKUP_EXACT_MEDDRA_TERM	Necrosis ischaemic	6	TRUE
Nephritic syndrome	D009393	Nephritis	LOOKUP_TRIMMED_MEDDRA_TERM	Nephritic syndrome	6	TRUE
Neurological impairment				Neurological impairment	6	TRUE
Neutropenic enterocolitis	D044504	Enterocolitis, Neutropenic	CUI_MATCH	Neutropenic enterocolitis	6	TRUE
Non-cardiogenic pulmonary oedema	D011654	Pulmonary Edema	REVERSE SUBSTRING MATCH	Non-cardiogenic pulmonary oedema	6	TRUE
Numbness in fingers	D006987	Hypesthesia	REVERSE SUBSTRING MATCH	Numbness in fingers	6	TRUE
Numbness of tongue	D006987	Hypesthesia	REVERSE SUBSTRING MATCH	Numbness of tongue	6	TRUE
Ocular icterus				Ocular icterus	6	TRUE
Oesophageal haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Oesophageal haemorrhage	6	TRUE
Oesophageal perforation	D004939	Esophageal Perforation	MM_CUI	Oesophageal perforation	6	TRUE
Onychomadesis				Onychomadesis	6	TRUE
Orbital oedema	D004487	Edema	REVERSE SUBSTRING MATCH	Orbital oedema	6	TRUE
Organic brain syndrome				Organic brain syndrome	6	TRUE
Paranasal sinus hypersecretion				Paranasal sinus hypersecretion	6	TRUE
Paresthesia generalized	D010292	Paresthesia	MANUAL_CURATION	Paresthesia generalized	6	TRUE
Parkinsonian rest tremor	D020734	Parkinsonian Disorders	MANUAL_CURATION	Parkinsonian rest tremor	6	TRUE
Patent ductus arteriosus	D004374	Ductus Arteriosus, Patent	UMLS_MEDDRA	Patent ductus arteriosus	6	TRUE
Pathogen resistance				Pathogen resistance	6	TRUE
Pelvic inflammatory disease	D000292	Pelvic Inflammatory Disease	UMLS_MEDDRA	Pelvic inflammatory disease	6	TRUE
Pelvic venous thrombosis	D020246	Venous Thrombosis	REVERSE SUBSTRING MATCH	Pelvic venous thrombosis	6	TRUE
Periarthritis	D002062	Bursitis	EFO_MAP	Periarthritis	6	TRUE
Peripheral sensorimotor neuropathy	D010523	Peripheral Nervous System Diseases	MANUAL_CURATION	Peripheral sensorimotor neuropathy	6	TRUE
Photosensitivity allergic reaction	D010787	Photosensitivity Disorders	REVERSE SUBSTRING MATCH	Photosensitivity allergic reaction	6	TRUE
Pituitary infarction	D007238	Infarction	REVERSE SUBSTRING MATCH	Pituitary infarction	6	TRUE
Plaque psoriasis	D011565	Psoriasis	REVERSE SUBSTRING MATCH	Plaque psoriasis	6	TRUE
Polyneuritis	D009443	Neuritis	LOOKUP_EXACT_UMLS_TERM	Polyneuritis	6	TRUE
Postoperative complications NOS	D011183	Postoperative Complications	CUI_MATCH	Postoperative complications NOS	6	TRUE
Postoperative hemorrhage	D019106	Postoperative Hemorrhage	MM_CUI	Postoperative hemorrhage	6	TRUE
Premature labour	D007752	Obstetric Labor, Premature	CUI_MATCH	Premature labour	6	TRUE
Procedural nausea	D009325	Nausea	REVERSE SUBSTRING MATCH	Procedural nausea	6	TRUE
Prostatic hypertrophy	D011470	Prostatic Hyperplasia	LOOKUP_EXACT_UMLS_TERM	Prostatic hypertrophy	6	TRUE
Pruritus vulvae	D011539	Pruritus Vulvae	MM_CUI	Pruritus vulvae	6	TRUE
Psychomotor skills impaired	D011596	Psychomotor Disorders	MANUAL_CURATION	Psychomotor skills impaired	6	TRUE
Pulse abnormal				Pulse abnormal	6	TRUE
Pupils unequal	D015875	Anisocoria	TERM_MATCH	Pupils unequal	6	TRUE
Radiculopathy	D011843	Radiculopathy	MM_CUI	Radiculopathy	6	TRUE
Raynaud's disease	D011928	Raynaud Disease	UMLS_MEDDRA	Raynaud's disease	6	TRUE
Retinal oedema	D010211	Papilledema	LOOKUP_REARRANGED	Retinal oedema	6	TRUE
Retrograde amnesia	D000648	Amnesia, Retrograde	CUI_MATCH	Retrograde amnesia	6	TRUE
Rhinalgia				Rhinalgia	6	TRUE
Rhythm idioventricular				Rhythm idioventricular	6	TRUE
Sarcoidosis	D012507	Sarcoidosis	EFO_MAP	Sarcoidosis	6	TRUE
Schizophrenic reaction	D012559	Schizophrenia	MANUAL_CURATION	Schizophrenic reaction	6	TRUE
Schizophreniform disorder	D011618	Psychotic Disorders	LOOKUP_EXACT_UMLS_TERM	Schizophreniform disorder	6	TRUE
Scleral hyperaemia	D006940	Hyperemia	REVERSE SUBSTRING MATCH	Scleral hyperaemia	6	TRUE
Scleral thinning	D015422	Scleral Diseases	MANUAL_CURATION	Scleral thinning	6	TRUE
Serum calcium decreased				Serum calcium decreased	6	TRUE
Serum potassium decreased	D011188	Potassium	REVERSE SUBSTRING MATCH	Serum potassium decreased	6	TRUE
Serum transaminase increased				Serum transaminase increased	6	TRUE
Sinoatrial node dysfunction				Sinoatrial node dysfunction	6	TRUE
Skin fragility				Skin fragility	6	TRUE
Skin wrinkling	D015595	Skin Aging	LOOKUP_EXACT_UMLS_TERM	Skin wrinkling	6	TRUE
Soft tissue injury	D017695	Soft Tissue Injuries	CUI_MATCH	Soft tissue injury	6	TRUE
Spinal cord disorder	D013118	Spinal Cord Diseases	MM_CUI	Spinal cord disorder	6	TRUE
Spontaneous penile erection				Spontaneous penile erection	6	TRUE
Status asthmaticus	D013224	Status Asthmaticus	MM_CUI	Status asthmaticus	6	TRUE
Subcutaneous abscess	D000038	Abscess	REVERSE SUBSTRING MATCH	Subcutaneous abscess	6	TRUE
Subcutaneous nodule	D012878	Skin Neoplasms	MANUAL_CURATION	Subcutaneous nodule	6	TRUE
Sudden onset of sleep				Sudden onset of sleep	6	TRUE
Syndrome sicca	D012859	Sjogren's Syndrome	LOOKUP_REARRANGED	Syndrome sicca	6	TRUE
Taste salty				Taste salty	6	TRUE
Therapeutic response unexpected				Therapeutic response unexpected	6	TRUE
Thyrotoxicosis	D013971	Thyrotoxicosis	MM_CUI	Thyrotoxicosis	6	TRUE
Tranquillisation excessive				Tranquillisation excessive	6	TRUE
Unresponsive to stimuli				Unresponsive to stimuli	6	TRUE
Unsteady gait	D020233	Gait Disorders, Neurologic	LOOKUP_EXACT_UMLS_TERM	Unsteady gait	6	TRUE
Urethral haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Urethral haemorrhage	6	TRUE
Uric acid level increased	D014527	Uric Acid	REVERSE SUBSTRING MATCH	Uric acid level increased	6	TRUE
Urosepsis				Urosepsis	6	TRUE
Uterine rupture	D014597	Uterine Rupture	CUI_MATCH	Uterine rupture	6	TRUE
Varices oesophageal	D004932	Esophageal and Gastric Varices	MANUAL_CURATION	Varices oesophageal	6	TRUE
Vascular pain	D010146	Pain	REVERSE SUBSTRING MATCH	Vascular pain	6	TRUE
Vasodilatation	D014664	Vasodilation	LOOKUP_EXACT_UMLS_TERM	Vasodilatation	6	TRUE
Venospasm				Venospasm	6	TRUE
Venous occlusion				Venous occlusion	6	TRUE
Ventricular septal defect	D006345	Heart Septal Defects, Ventricular	UMLS_MEDDRA	Ventricular septal defect	6	TRUE
Vermiculation	D010528	Peristalsis	CUI_MATCH	Vermiculation	6	TRUE
Vision decreased	D015354	Vision, Low	CUI_MATCH	Vision decreased	6	TRUE
Vulval disorder	D014845	Vulvar Diseases	CUI_MATCH	Vulval disorder	6	TRUE
Weight fluctuation				Weight fluctuation	6	TRUE
White blood cell count low	D007958	Leukocyte Count	DATASETS_XREF	White blood cell count low	6	TRUE
Withdrawal bleed				Withdrawal bleed	6	TRUE
Xanthoma	D014973	Xanthomatosis	LOOKUP_EXACT_UMLS_TERM	Xanthoma	6	TRUE
Xerosis	D007057	Ichthyosis	DATASETS_XREF	Xerosis	6	TRUE
Abdominal pain generalised	D015746	Abdominal Pain	MANUAL_CURATION	Abdominal pain generalised	5	TRUE
Abdominal pain localised	D015746	Abdominal Pain	MANUAL_CURATION	Abdominal pain localised	5	TRUE
Abdominal symptom	D013272	Stomach Diseases	MANUAL_CURATION	Abdominal symptom	5	TRUE
Accidental overdose	D062787	Drug Overdose	REVERSE SUBSTRING MATCH	Accidental overdose	5	TRUE
Acute abdomen	D000006	Abdomen, Acute	CUI_MATCH	Acute abdomen	5	TRUE
Acute dystonia	D004421	Dystonia	LOOKUP_TRIMMED_UMLS_TERM	Acute dystonia	5	TRUE
Acute interstitial pneumonitis	D000080203	Hamman-Rich Syndrome	CUI_MATCH	Acute interstitial pneumonitis	5	TRUE
Acute lymphocytic leukaemia	D007945	Leukemia, Lymphoid	MANUAL_CURATION	Acute lymphocytic leukaemia	5	TRUE
Acute renal insufficiency	D058186	Acute Kidney Injury	LOOKUP_EXACT_UMLS_TERM	Acute renal insufficiency	5	TRUE
Acute tonsillitis	D000039	Peritonsillar Abscess	MM_CUI	Acute tonsillitis	5	TRUE
Allergic rash	D005076	Exanthema	REVERSE SUBSTRING MATCH	Allergic rash	5	TRUE
Amnesia transient	D000647	Amnesia	MANUAL_CURATION	Amnesia transient	5	TRUE
Anal haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Anal haemorrhage	5	TRUE
Anencephaly	D000757	Anencephaly	UMLS_MEDDRA	Anencephaly	5	TRUE
Anovulatory cycle			FUZZY_MATCH	Anovulatory cycle	5	TRUE
Anterior chamber flare				Anterior chamber flare	5	TRUE
Anxiety aggravated	D001007	Anxiety	REVERSE SUBSTRING MATCH	Anxiety aggravated	5	TRUE
Aortic aneurysm	D001014	Aortic Aneurysm	UMLS_MEDDRA	Aortic aneurysm	5	TRUE
Application site discolouration				Application site discolouration	5	TRUE
Application site erosion				Application site erosion	5	TRUE
Application site hypersensitivity	D006967	Hypersensitivity	LOOKUP_TRIMMED_UMLS_TERM	Application site hypersensitivity	5	TRUE
Application site induration				Application site induration	5	TRUE
Arterial insufficiency				Arterial insufficiency	5	TRUE
Arterial occlusive disease	D001157	Arterial Occlusive Diseases	MM_CUI	Arterial occlusive disease	5	TRUE
Aspergillosis	D001228	Aspergillosis	EFO_MAP	Aspergillosis	5	TRUE
Aspergillus infection	D001228	Aspergillosis	EFO_MAP	Aspergillus infection	5	TRUE
Attention deficit disorder	D001289	Attention Deficit Disorder with Hyperactivity	LOOKUP_EXACT_UMLS_TERM	Attention deficit disorder	5	TRUE
Aura	D004827	Epilepsy	LOOKUP_EXACT_UMLS_TERM	Aura	5	TRUE
Bacterial disease carrier				Bacterial disease carrier	5	TRUE
Bizarre dreams	D004325	Dreams	REVERSE SUBSTRING MATCH	Bizarre dreams	5	TRUE
